,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,room_changed
113428,City Hotel,0,12,2017,June,23,5,1,1,2,0.0,0,SC,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,149.0,1,1,0
113429,City Hotel,0,146,2017,June,23,4,2,1,2,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,162.0,0,2,0
113430,City Hotel,0,27,2017,June,22,3,2,2,2,0.0,0,SC,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,0,0,Transient,138.5,0,0,0
113431,City Hotel,0,181,2017,June,22,3,2,2,1,0.0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,126.0,0,1,0
113432,City Hotel,0,22,2017,June,23,4,2,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,170.0,0,1,0
113433,City Hotel,0,146,2017,June,22,3,2,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,2,No Deposit,14,0,Transient,111.15,0,3,0
113434,City Hotel,0,20,2017,June,23,6,0,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,159.0,0,1,0
113435,City Hotel,0,145,2017,June,22,3,2,2,3,0.0,0,BB,GRC,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,0,Transient,182.0,0,2,0
113436,City Hotel,0,28,2017,June,23,5,1,1,1,0.0,0,BB,BRA,Direct,Direct,0,0,0,A,A,1,No Deposit,14,0,Transient,114.0,0,2,0
113437,City Hotel,0,22,2017,June,23,7,0,0,1,0.0,0,SC,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,0.0,0,0,0
113438,City Hotel,0,95,2017,June,23,4,2,2,2,1.0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,162.0,0,0,0
113439,City Hotel,0,30,2017,June,23,6,0,2,1,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,423,0,Transient,130.0,0,0,0
113440,City Hotel,0,30,2017,June,23,6,0,2,1,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,423,0,Transient,59.8,0,0,0
113441,City Hotel,0,30,2017,June,23,6,0,2,1,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,423,0,Transient,130.0,0,0,0
113442,City Hotel,0,2,2017,May,22,31,2,6,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,94,0,Transient,65.0,0,0,0
113443,City Hotel,0,15,2017,June,23,6,0,2,2,0.0,0,SC,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,0,Transient,89.0,0,0,0
113444,City Hotel,0,92,2017,June,23,4,2,2,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,189.0,0,1,0
113445,City Hotel,0,26,2017,June,23,6,0,2,2,1.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,0,Transient,140.0,0,2,0
113446,City Hotel,0,237,2017,June,23,6,0,2,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,107.1,0,2,0
113447,City Hotel,0,38,2017,May,22,30,2,7,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,A,1,No Deposit,14,0,Transient,154.44,0,0,0
113448,City Hotel,0,29,2017,June,23,6,0,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,10,0,Transient,100.0,0,0,0
113449,City Hotel,0,114,2017,June,23,4,2,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,Transient,97.02,0,0,0
113450,City Hotel,0,4,2017,June,23,6,0,2,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,F,F,0,No Deposit,14,0,Transient,245.0,0,0,0
113451,City Hotel,0,352,2017,June,23,4,2,2,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21,0,Transient-Party,83.75,0,1,0
113452,City Hotel,0,352,2017,June,23,4,2,2,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,21,0,Transient-Party,68.88,0,0,0
113453,City Hotel,0,29,2017,June,23,6,0,2,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,10,0,Transient,95.0,0,0,1
113454,City Hotel,0,352,2017,June,23,4,2,2,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21,0,Transient-Party,83.75,0,1,0
113455,City Hotel,0,364,2017,June,24,16,0,1,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,1,A,A,0,No Deposit,21,0,Group,75.0,0,1,0
113456,City Hotel,0,352,2017,June,23,4,2,2,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,21,0,Transient-Party,68.88,0,0,0
113457,City Hotel,0,301,2017,June,22,2,2,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,83,0,Transient,93.16,0,2,0
113458,City Hotel,0,352,2017,June,23,4,2,2,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21,0,Transient-Party,83.75,0,1,0
113459,City Hotel,0,364,2017,June,24,16,0,1,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,1,A,A,0,No Deposit,21,0,Group,75.0,0,1,0
113460,City Hotel,0,352,2017,June,23,4,2,2,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21,0,Transient-Party,83.75,0,1,0
113461,City Hotel,0,364,2017,June,24,16,0,1,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,1,A,A,0,No Deposit,21,0,Group,75.0,0,1,0
113462,City Hotel,0,34,2017,June,23,5,1,2,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,10,0,Transient,95.0,0,0,0
113463,City Hotel,0,350,2017,June,22,2,2,4,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,21,0,Transient-Party,89.17,0,1,0
113464,City Hotel,0,364,2017,June,24,16,0,1,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,1,A,A,0,No Deposit,21,0,Transient-Party,75.0,0,1,0
113465,City Hotel,0,22,2017,June,23,6,0,2,1,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,120.0,0,1,0
113466,City Hotel,0,22,2017,June,23,7,0,1,2,0.0,0,SC,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,0,Transient,89.0,0,0,0
113467,City Hotel,0,33,2017,June,23,6,0,2,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,0,Transient,110.2,0,1,0
113468,City Hotel,0,5,2017,June,23,7,0,1,1,0.0,0,SC,ROU,Online TA,GDS,0,0,0,D,E,0,No Deposit,195,0,Transient,145.0,0,0,1
113469,City Hotel,0,31,2017,June,23,7,0,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,150.0,0,1,0
113470,City Hotel,0,27,2017,June,23,7,0,1,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,0,Transient,140.0,0,0,0
113471,City Hotel,0,14,2017,June,23,7,0,1,1,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,D,D,0,No Deposit,0,0,Transient,130.5,0,0,0
113472,City Hotel,0,33,2017,June,23,6,0,2,2,0.0,0,BB,CHL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,159.0,0,1,0
113473,City Hotel,0,18,2017,June,23,5,1,2,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,0,Transient,125.33,0,1,0
113474,City Hotel,0,257,2017,June,23,4,2,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,107.1,0,2,0
113475,City Hotel,0,43,2017,June,23,6,0,2,2,0.0,0,BB,LUX,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9,0,Transient,259.0,0,0,0
113476,City Hotel,0,61,2017,June,23,4,2,2,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,170.0,0,0,0
113477,City Hotel,0,31,2017,June,23,4,2,2,2,1.0,0,BB,IND,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8,0,Transient,152.0,0,1,0
113478,City Hotel,0,11,2017,June,23,5,1,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,0,Transient,186.67,0,0,0
113479,City Hotel,0,31,2017,June,23,4,2,2,2,1.0,0,BB,IND,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8,0,Transient,169.5,0,2,0
113480,City Hotel,0,24,2017,June,23,5,1,2,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,140.0,0,2,0
113481,City Hotel,0,13,2017,June,23,5,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,9,0,Transient,186.67,0,2,1
113482,City Hotel,0,114,2017,June,23,4,2,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,Transient,97.02,0,0,0
113483,City Hotel,0,99,2017,June,23,5,1,2,2,1.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,162.0,0,2,0
113484,City Hotel,0,148,2017,June,22,1,2,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,143.71,0,0,0
113485,City Hotel,0,78,2017,June,23,5,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,144.0,0,1,0
113486,City Hotel,0,75,2017,June,23,5,1,2,3,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,198.0,0,1,0
113487,City Hotel,0,128,2017,June,23,5,1,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,Transient,92.17,0,1,0
113488,City Hotel,0,31,2017,June,23,4,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,160.0,0,1,0
113489,City Hotel,0,30,2017,June,23,6,0,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,120.0,0,1,0
113490,City Hotel,0,13,2017,June,23,4,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,0,Transient,128.0,0,1,0
113491,City Hotel,0,352,2017,June,23,4,2,2,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21,0,Transient-Party,83.75,0,1,0
113492,City Hotel,0,364,2017,June,24,16,0,1,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,1,A,A,0,No Deposit,21,0,Group,75.0,0,1,0
113493,City Hotel,0,352,2017,June,23,4,2,2,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,21,0,Transient-Party,68.88,0,1,0
113494,City Hotel,0,364,2017,June,24,16,0,1,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,1,A,A,1,No Deposit,21,0,Group,64.5,0,1,0
113495,City Hotel,0,33,2017,June,23,6,0,2,2,0.0,0,BB,CHL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,150.0,0,1,0
113496,City Hotel,0,17,2017,June,23,6,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,0,Transient,114.0,0,1,0
113497,City Hotel,0,29,2017,June,23,5,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,423,0,Transient,128.47,0,0,0
113498,City Hotel,0,15,2017,June,23,6,0,2,2,0.0,0,SC,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,0,Transient,89.0,0,0,0
113499,City Hotel,0,215,2017,June,23,5,1,2,2,0.0,0,BB,EST,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85,0,Transient,89.1,0,0,0
113500,City Hotel,0,19,2017,June,23,4,2,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,130.0,0,1,0
113501,City Hotel,0,38,2017,May,22,31,2,6,2,0.0,0,SC,SRB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,145.0,0,1,0
113502,City Hotel,0,29,2017,June,23,4,2,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,0,Transient,190.0,0,1,0
113503,City Hotel,0,104,2017,June,23,5,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,354,0,Transient-Party,139.4,0,0,0
113504,City Hotel,0,434,2017,June,22,3,2,3,2,0.0,0,BB,AUS,Groups,TA/TO,0,0,0,A,A,2,No Deposit,229,0,Transient-Party,103.6,0,1,0
113505,City Hotel,0,67,2017,June,23,6,0,2,2,0.0,0,SC,COL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,0,Transient,140.0,0,1,0
113506,City Hotel,0,34,2017,June,23,5,1,2,2,0.0,0,SC,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,0,Transient,89.0,0,0,0
113507,City Hotel,0,25,2017,June,23,5,1,2,1,0.0,0,SC,GBR,Direct,Direct,0,0,0,A,A,1,No Deposit,14,0,Transient,140.0,0,0,0
113508,City Hotel,0,168,2017,June,23,7,0,1,2,1.0,0,BB,RUS,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,Transient,146.5,1,0,0
113509,City Hotel,0,16,2017,June,23,5,1,2,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,7,0,Transient,213.33,0,1,0
113510,City Hotel,0,28,2017,June,23,5,1,2,1,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,143.33,0,0,0
113511,City Hotel,0,52,2017,June,23,5,1,2,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,Transient,155.0,0,0,0
113512,City Hotel,0,53,2017,June,23,5,1,2,3,0.0,0,BB,GBR,Direct,Direct,0,0,0,D,D,1,No Deposit,14,0,Transient,188.5,0,0,0
113513,City Hotel,0,47,2017,June,22,3,2,3,3,0.0,0,BB,FRA,Direct,Direct,0,0,0,D,D,0,No Deposit,14,0,Transient,188.5,0,0,0
113514,City Hotel,0,104,2017,June,23,5,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,354,0,Transient-Party,139.4,0,0,0
113515,City Hotel,0,35,2017,June,23,6,0,2,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,10,0,Transient,95.0,0,0,0
113516,City Hotel,0,0,2017,June,23,7,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,0,Transient,170.0,0,1,0
113517,City Hotel,0,11,2017,June,23,7,0,1,2,1.0,0,BB,ISR,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9,0,Transient,230.0,0,0,0
113518,City Hotel,0,222,2017,June,22,3,2,3,2,0.0,0,BB,HUN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,0,Transient,126.9,1,3,0
113519,City Hotel,0,17,2017,June,23,5,1,2,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,156.67,0,2,0
113520,City Hotel,0,17,2017,June,23,5,1,2,2,0.0,0,HB,IRL,Direct,Direct,0,0,0,D,D,1,No Deposit,14,0,Transient,187.67,0,1,0
113521,City Hotel,0,40,2017,June,23,8,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,0,Transient,140.0,0,2,0
113522,City Hotel,0,65,2017,June,23,5,1,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,140.0,0,1,0
113523,City Hotel,0,35,2017,June,23,5,1,3,1,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,Transient,130.0,0,0,0
113524,City Hotel,0,221,2017,June,23,5,1,3,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,105.08,0,1,0
113525,City Hotel,0,30,2017,June,23,5,1,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,125.0,0,2,0
113526,City Hotel,0,3,2017,June,23,8,0,1,1,0.0,0,BB,GBR,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,0,Transient,95.0,0,0,0
113527,City Hotel,0,21,2017,June,23,6,0,3,1,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,0,Transient,120.0,0,1,0
113528,City Hotel,0,21,2017,June,23,6,0,3,1,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,120.0,0,1,0
113529,City Hotel,0,8,2017,June,23,8,0,1,1,0.0,0,HB,UZB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,157,0,Transient,138.5,0,0,0
113530,City Hotel,0,8,2017,June,23,8,0,1,1,0.0,0,HB,UKR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,157,0,Transient,138.5,0,0,0
113531,City Hotel,0,135,2017,June,23,6,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,144.0,0,1,0
113532,City Hotel,0,20,2017,June,23,6,0,3,1,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,120.0,0,0,0
113533,City Hotel,0,88,2017,June,23,5,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,83,0,Transient,122.4,0,0,0
113534,City Hotel,0,39,2017,June,23,5,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,145.0,0,1,0
113535,City Hotel,0,6,2017,June,23,8,0,1,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,157,0,Transient,120.0,0,0,0
113536,City Hotel,0,28,2017,June,23,6,0,3,2,0.0,0,SC,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,0,Transient,89.0,0,0,0
113537,City Hotel,0,41,2017,June,23,7,0,2,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27,0,Transient,137.7,0,1,0
113538,City Hotel,0,19,2017,June,23,7,0,2,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,150.0,0,1,0
113539,City Hotel,0,38,2017,June,23,7,0,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,140.0,0,1,0
113540,City Hotel,0,7,2017,June,23,7,0,2,1,0.0,0,BB,PRT,Aviation,Corporate,0,0,0,D,D,0,No Deposit,0,0,Transient,121.83,0,0,0
113541,City Hotel,0,73,2017,June,23,6,0,3,2,0.0,0,SC,BGR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,140.0,0,1,0
113542,City Hotel,0,218,2017,June,23,7,0,2,2,0.0,0,SC,ARG,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,Transient,79.35,0,1,0
113543,City Hotel,0,116,2017,June,23,6,0,3,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,153.0,0,0,0
113544,City Hotel,0,15,2017,June,23,8,0,1,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,0,Transient,230.0,0,0,0
113545,City Hotel,0,31,2017,June,23,5,1,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,125.0,0,2,0
113546,City Hotel,0,11,2017,June,23,4,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,83,0,Transient,154.16,0,0,0
113547,City Hotel,0,51,2017,June,23,5,1,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,170.0,0,1,0
113548,City Hotel,0,55,2017,June,23,5,1,3,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,140.0,0,1,0
113549,City Hotel,0,31,2017,June,23,5,1,3,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,0,Transient,114.0,0,1,0
113550,City Hotel,0,23,2017,June,22,3,2,4,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,149.0,0,0,0
113551,City Hotel,0,20,2017,June,23,5,1,3,2,0.0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,Transient,116.0,0,1,0
113552,City Hotel,0,0,2017,June,23,8,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,0,Transient,135.0,0,0,0
113553,City Hotel,0,91,2017,June,23,5,1,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,126.0,0,1,0
113554,City Hotel,0,20,2017,June,23,4,2,3,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,E,E,0,No Deposit,14,0,Transient,183.0,0,2,0
113555,City Hotel,0,100,2017,June,23,4,2,3,2,0.0,0,SC,LUX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,85,0,Transient,100.8,0,1,0
113556,City Hotel,0,16,2017,June,23,8,0,1,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,120.0,0,1,0
113557,City Hotel,0,38,2017,June,23,6,0,3,1,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,Transient,121.0,0,2,0
113558,City Hotel,0,26,2017,June,23,8,0,1,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,Transient,114.0,0,1,0
113559,City Hotel,0,38,2017,June,23,6,0,3,1,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,Transient,112.0,0,2,0
113560,City Hotel,0,192,2017,June,23,5,1,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85,0,Transient,89.1,0,0,0
113561,City Hotel,0,44,2017,June,23,7,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,160.0,0,2,0
113562,City Hotel,0,20,2017,June,23,6,0,3,2,0.0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,0,Transient,89.0,0,0,0
113563,City Hotel,0,29,2017,June,23,7,0,2,3,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,83,0,Transient,229.6,0,0,0
113564,City Hotel,0,29,2017,June,23,7,0,2,3,1.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,83,0,Transient,139.4,0,1,0
113565,City Hotel,0,9,2017,June,23,8,0,1,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,9,0,Transient,140.0,0,2,1
113566,City Hotel,0,33,2017,June,23,6,0,3,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,129.0,0,1,0
113567,City Hotel,0,32,2017,June,23,8,0,1,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,120.0,0,0,0
113568,City Hotel,0,16,2017,June,23,4,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,158.0,0,1,0
113569,City Hotel,0,36,2017,June,23,6,0,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,Transient,106.4,0,1,0
113570,City Hotel,0,99,2017,June,23,5,1,3,2,2.0,0,BB,LUX,Direct,Direct,0,0,0,G,G,1,No Deposit,14,0,Transient,275.0,0,1,0
113571,City Hotel,0,24,2017,June,23,8,0,1,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,Transient,98.8,0,1,0
113572,City Hotel,0,15,2017,June,23,5,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,155.0,0,0,0
113573,City Hotel,0,31,2017,June,23,7,0,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,85,0,Transient,108.0,0,0,0
113574,City Hotel,0,93,2017,June,23,5,1,3,2,0.0,0,HB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,Transient,135.43,0,0,0
113575,City Hotel,0,15,2017,June,23,7,0,2,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,484,0,Transient-Party,130.0,0,0,0
113576,City Hotel,0,19,2017,June,23,4,2,3,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,128.0,0,1,0
113577,City Hotel,0,15,2017,June,23,7,0,2,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,484,0,Transient-Party,130.0,0,0,0
113578,City Hotel,0,15,2017,June,23,7,0,2,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,484,0,Transient-Party,130.0,0,0,0
113579,City Hotel,0,81,2017,June,23,4,2,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,0,Transient,144.0,0,0,0
113580,City Hotel,0,15,2017,June,23,6,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,86,0,Transient,121.0,0,1,0
113581,City Hotel,0,15,2017,June,23,7,0,2,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,484,0,Transient-Party,130.0,0,0,0
113582,City Hotel,0,15,2017,June,23,7,0,2,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,484,0,Transient-Party,130.0,0,0,0
